step,time_au,energy_total,energy_kinetic,energy_hartree,energy_xc,energy_external,energy_nonlocal,energy_ion,energy_ion_kinetic,energy_exact_exchange,energy_nvxc,energy_eigenvalues,current_x,current_y,current_z,density_l2
2317,92.68,208.078069826709,6.85262645120234,-218.872549758889,-13.6277237722174,433.725716906614,0,0,0,0,-17.7092683390067,-14.9385766508098,-4.3614477629675e-05,0.000123316398072626,-3.83576299722045,0
2318,92.72,208.077557894907,6.85336589843424,-218.872565031911,-13.6277326268583,433.724489655242,0,0,0,0,-17.7092800015254,-14.9395444541153,-4.36170040777696e-05,0.000123318327806506,-3.8595899587201,4.70603049136864e-08
2319,92.76,208.077044799727,6.85409716423094,-218.872636759749,-13.6277425036558,433.723326898901,0,0,0,0,-17.7092929931134,-14.940573879899,-4.36195315231734e-05,0.000123320269503347,-3.88314837002949,1.88713599083278e-07
2320,92.8,208.076530518533,6.85481989655738,-218.872764946327,-13.6277534022374,433.72222897054,0,0,0,0,-17.7093073132902,-14.9416649130813,-4.36220600099718e-05,0.000123322223166854,-3.90643665896459,4.25657266536632e-07
2321,92.84,208.076015030454,6.85553374746622,-218.872949590814,-13.6277653220594,433.721196195861,0,0,0,0,-17.709322961353,-14.9428175319535,-4.36245895820997e-05,0.000123324188799042,-3.92945327192667,7.58573570184503e-07
2322,92.88,208.075498316671,6.85623837346852,-218.873190687631,-13.627778262406,433.720228893239,0,0,0,0,-17.7093399363746,-14.94403170788,-4.36271202826731e-05,0.000123326166400381,-3.95219667400392,1.18812939475977e-06
2323,92.92,208.074980360656,6.85693343586546,-218.873488226457,-13.627792222388,433.719327373636,0,0,0,0,-17.7093582372016,-14.945307405028,-4.3629652154767e-05,0.000123328155969827,-3.97466534907166,1.71497599286426e-06
2324,92.96,208.074461148369,6.85761860102297,-218.873842192232,-13.6278072009412,433.718491940519,0,0,0,0,-17.7093778624527,-14.9466445801467,-4.36321852413478e-05,0.000123330157504447,-3.99685779989138,2.33974873429737e-06
2325,93,208.073940668378,6.85829354058258,-218.874252565165,-13.6278231968252,433.717722889786,0,0,0,0,-17.7093988105173,-14.9480431824188,-4.36347195847808e-05,0.000123332170999881,-4.01877254820855,3.06306685877055e-06
2326,93.04,208.073418911934,6.85895793162095,-218.874719320744,-13.6278402086219,433.717020509679,0,0,0,0,-17.7094210795531,-14.949503153354,-4.3637255227269e-05,0.000123334196450063,-4.04040813484907,3.88553323199907e-06
2327,93.08,208.072895873014,6.85961145677452,-218.875242429737,-13.6278582347349,433.716385080712,0,0,0,0,-17.7094446674852,-14.9510244267245,-4.36397922102588e-05,0.000123336233847555,-4.06176311981456,4.80773410509432e-06
2328,93.12,208.07237154833,6.86025380433168,-218.875821858205,-13.6278772733875,433.71581687559,0,0,0,0,-17.7094695720044,-14.952606928528,-4.3642330575399e-05,0.000123338283182817,-4.08283608237629,5.83023887721272e-06
2329,93.16,208.071845937295,6.86088466828175,-218.876457567504,-13.6278973226222,433.715316159139,0,0,0,0,-17.7094957905654,-14.9542505769915,-4.36448703638409e-05,0.000123340344445171,-4.10362562116783,6.95359986153162e-06
2330,93.2,208.071319041945,6.86150374831751,-218.877149514297,-13.6279183802993,433.714883188224,0,0,0,0,-17.7095233203856,-14.9559552826211,-4.36474116163439e-05,0.000123342417622307,-4.12413035427649,8.17835205474419e-06
2331,93.24,208.070790866833,6.8621107498078,-218.877897650562,-13.627940444096,433.714518211684,0,0,0,0,-17.709552158444,-14.9577209482886,-4.36499543728082e-05,0.000123344502699735,-4.14434891933341,9.50501291031476e-06
2332,93.28,208.070261418913,6.86270538376483,-218.878701923599,-13.627963511505,433.714221470252,0,0,0,0,-17.7095823014792,-14.9595474693235,-4.36524986737835e-05,0.000123346599662195,-4.16427997360233,1.09340821156868e-05
2333,93.32,208.069730707437,6.86328736681611,-218.879562276037,-13.6279875798342,433.713993196492,0,0,0,0,-17.7096137459887,-14.9614347336034,-4.36550445586114e-05,0.000123348708492101,-4.18392219406707,1.24660413735271e-05
2334,93.36,208.069198743843,6.86385642117137,-218.880478645847,-13.6280126462051,433.713833614724,0,0,0,0,-17.7096464882275,-14.9633826216514,-4.36575920668746e-05,0.000123350829170703,-4.20327427751779,1.41013541869938e-05
2335,93.4,208.06866554163,6.86441227457444,-218.881450966352,-13.6280387075524,433.71374294096,0,0,0,0,-17.709680524207,-14.9653910067509,-4.36601412369819e-05,0.000123352961677611,-4.2223349406358,1.58404656489887e-05
2336,93.44,208.06813111623,6.86495466024818,-218.882479166228,-13.628065760623,433.713721382833,0,0,0,0,-17.7097158496939,-14.9674597550654,-4.36626921079057e-05,0.000123355105990659,-4.24110292007712,1.76838022354084e-05
2337,93.48,208.067595484888,6.86548331685333,-218.883563169526,-13.628093801975,433.713769139536,0,0,0,0,-17.7097524602091,-14.9695887257601,-4.36652447175911e-05,0.000123357262086218,-4.25957697255472,1.9631771602486e-05
2338,93.52,208.067058666574,6.86599798847023,-218.884702895673,-13.6281228279775,433.713886401754,0,0,0,0,-17.7097903510269,-14.9717777710966,-4.36677991038968e-05,0.000123359429939123,-4.27775587491944,2.1684762388363e-05
2339,93.56,208.0665206819,6.86649842458944,-218.885898259486,-13.6281528348093,433.714073351606,0,0,0,0,-17.7098295171739,-14.9740267365224,-4.36703553040123e-05,0.000123361609522703,-4.29563842423952,2.3843144019e-05
2340,93.6,208.065981553026,6.86698438009029,-218.887149171183,-13.6281838184587,433.714330162578,0,0,0,0,-17.7098699534283,-14.9763354607814,-4.36729133552249e-05,0.000123363800808455,-4.31322343787887,2.61072665184596e-05
2341,93.64,208.065441303555,6.8674556152026,-218.888455536393,-13.6282157747228,433.714656999468,0,0,0,0,-17.7099116543193,-14.9787037760298,-4.36754732938373e-05,0.000123366003766535,-4.33050975357389,2.8477460323531e-05
2342,93.68,208.064899958415,6.86791189546453,-218.889817256167,-13.6282486992067,433.715054018324,0,0,0,0,-17.7099546141258,-14.9811315079786,-4.36780351563444e-05,0.000123368218365534,-4.34749622950911,3.09540361026673e-05
2343,93.72,208.064357543761,6.86835299168521,-218.891234226992,-13.6282825873234,433.71552136639,0,0,0,0,-17.7099988268767,-14.9836184760203,-4.36805989781039e-05,0.000123370444572493,-4.36418174439127,3.35372845792788e-05
